time,uptime,CPU1,CPU2,CPU3,CPU4,CPU5,CPU6,RAM,SWAP,EMC,GPU,APE,NVDEC,NVJPG,NVJPG1,OFA,SE,VIC,DLA0,DLA1,PVA,NVENC,NVJPG0,Fan pwmfan0,Temp cpu,Temp cv0,Temp cv1,Temp cv2,Temp gpu,Temp soc0,Temp soc1,Temp soc2,Temp tj,Power VDD_CPU_GPU_CV,Power VDD_SOC,Power TOT,jetson_clocks,nvp model
2026-08-16 00:23:36.220346,0:16:45.200000,16,18,17,17,23,26,0.3344806426849401,0.0019718153641388406,0,0.0,OFF,OFF,499200,OFF,537600,OFF,115200,OFF,OFF,OFF,OFF,OFF,49.411764705882355,62.062,-256,-256,-256,62.156,62.625,63.625,61.968,63.625,591,1340,4659,OFF,MAXN_SUPER
2026-08-16 00:23:37.023385,0:20:42.910000,6,6,14,8,10,3,0.3289257004654793,0.0019718153641388406,0,0.0,OFF,OFF,499200,OFF,537600,OFF,115200,OFF,OFF,OFF,OFF,OFF,34.11764705882353,54.343,-256,-256,-256,53.25,53.781,55.187,53.312,55.187,906,1340,5014,OFF,MAXN_SUPER
2026-08-16 00:23:38.038137,0:20:43.910000,14,22,43,12,0,0,0.33370065033595125,0.0019718153641388406,0,0.0,OFF,OFF,499200,OFF,537600,OFF,115200,OFF,OFF,OFF,OFF,OFF,34.11764705882353,53.75,-256,-256,-256,53.156,53.875,54.968,53.156,54.968,785,1338,4998,OFF,MAXN_SUPER
2026-08-16 00:23:39.039709,0:20:44.910000,3,2,3,5,0,0,0.3339589361500009,0.0019718153641388406,0,0.0,OFF,OFF,499200,OFF,537600,OFF,115200,OFF,OFF,OFF,OFF,OFF,34.11764705882353,53.656,-256,-256,-256,53.125,53.843,55.187,53.156,55.187,593,1305,4588,OFF,MAXN_SUPER
2026-08-16 00:23:40.039692,0:20:45.910000,6,3,3,4,0,0,0.33411606429930346,0.0019718153641388406,0,0.0,OFF,OFF,499200,OFF,537600,OFF,115200,OFF,OFF,OFF,OFF,OFF,34.11764705882353,53.656,-256,-256,-256,53.468,53.718,55.062,53.093,55.218,553,1305,4516,OFF,MAXN_SUPER
2026-08-16 00:23:41.039108,0:20:46.910000,5,5,0,5,0,0,0.33460336695841497,0.0019718153641388406,0,0.0,OFF,OFF,499200,OFF,537600,OFF,115200,OFF,OFF,OFF,OFF,OFF,34.11764705882353,53.781,-256,-256,-256,53.093,53.687,54.968,53.031,55.062,553,1305,4555,OFF,MAXN_SUPER
2026-08-16 00:23:42.040202,0:20:47.910000,18,78,18,19,14,14,0.35250057125838596,0.0019718153641388406,0,0.0,OFF,OFF,499200,OFF,537600,OFF,115200,OFF,OFF,OFF,OFF,OFF,34.11764705882353,54.156,-256,-256,-256,53.281,53.687,55.093,53.281,55.093,1530,1373,5776,OFF,MAXN_SUPER
2026-08-16 00:23:43.041170,0:20:48.920000,7,100,7,8,0,0,0.36404178787186353,0.0019718153641388406,0,0.0,OFF,OFF,499200,OFF,537600,OFF,115200,OFF,OFF,OFF,OFF,OFF,34.11764705882353,54.343,-256,-256,-256,53.187,53.75,55.125,53.281,55.125,1566,1370,5884,OFF,MAXN_SUPER
2026-08-16 00:23:44.042521,0:20:49.920000,4,100,2,4,0,0,0.36756792839885905,0.0019718153641388406,0,0.0,OFF,OFF,499200,OFF,537600,OFF,115200,OFF,OFF,OFF,OFF,OFF,36.07843137254902,54.312,-256,-256,-256,53.437,53.781,55.125,53.375,55.125,1527,1370,5845,OFF,MAXN_SUPER
2026-08-16 00:23:45.043133,0:20:50.920000,2,100,3,3,1,1,0.3722905022195635,0.0019718153641388406,0,0.0,OFF,OFF,499200,OFF,537600,OFF,115200,OFF,OFF,OFF,OFF,OFF,36.07843137254902,54.218,-256,-256,-256,53.281,53.875,55.125,53.375,55.125,1449,1370,5806,OFF,MAXN_SUPER
2026-08-16 00:23:46.044233,0:20:51.920000,6,100,4,4,3,1,0.3777869065010488,0.0019718153641388406,0,0.0,OFF,OFF,499200,OFF,537600,OFF,115200,OFF,OFF,OFF,OFF,OFF,36.07843137254902,54.093,-256,-256,-256,53.468,53.687,55.062,53.375,55.062,1449,1370,5845,OFF,MAXN_SUPER
