time,uptime,CPU1,CPU2,CPU3,CPU4,CPU5,CPU6,RAM,SWAP,EMC,GPU,APE,NVDEC,NVJPG,NVJPG1,OFA,SE,VIC,DLA0,DLA1,PVA,NVENC,NVJPG0,Fan pwmfan0,Temp cpu,Temp cv0,Temp cv1,Temp cv2,Temp gpu,Temp soc0,Temp soc1,Temp soc2,Temp tj,Power VDD_CPU_GPU_CV,Power VDD_SOC,Power TOT,jetson_clocks,nvp model
2026-08-23 19:39:40.656253,3:36:36.490000,7,4,3,4,10,10,0.34076935163685174,0.0030891774038175166,0,0.0,OFF,OFF,499200,OFF,537600,OFF,115200,OFF,OFF,OFF,OFF,OFF,38.03921568627451,55.312,-256,-256,-256,54.625,54.718,55.843,54.281,55.843,1801,2271,7022,ON,MAXN_SUPER
2026-08-23 19:39:41.068908,3:36:37.490000,39,17,54,3,0,0,0.3436839202693973,0.0030891774038175166,0,0.0,OFF,OFF,499200,OFF,537600,OFF,115200,OFF,OFF,OFF,OFF,OFF,38.03921568627451,55.281,-256,-256,-256,54.468,54.562,55.906,54.312,55.906,1645,2271,7140,ON,MAXN_SUPER
2026-08-23 19:39:41.772072,3:36:38.490000,10,94,3,0,1,0,0.34377891589959836,0.0030891774038175166,0,0.0,OFF,OFF,499200,OFF,537600,OFF,115200,OFF,OFF,OFF,OFF,OFF,38.03921568627451,54.968,-256,-256,-256,54.656,54.75,55.843,54.218,55.843,1566,2271,7061,ON,MAXN_SUPER
2026-08-23 19:39:42.772863,3:36:39.490000,26,72,36,49,13,14,0.36083191524541225,0.0030891774038175166,0,0.0,OFF,OFF,499200,OFF,537600,OFF,115200,OFF,OFF,OFF,OFF,OFF,38.03921568627451,55.531,-256,-256,-256,54.531,54.656,55.812,54.437,55.812,2463,2346,8029,ON,MAXN_SUPER
2026-08-23 19:39:43.773832,3:36:40.490000,6,6,5,100,0,0,0.3741292495139818,0.0030891774038175166,0,0.0,OFF,OFF,499200,OFF,537600,OFF,115200,OFF,OFF,OFF,OFF,OFF,38.03921568627451,55.718,-256,-256,-256,54.781,54.718,55.843,54.312,55.843,2189,2350,7637,ON,MAXN_SUPER
2026-08-23 19:39:44.774621,3:36:41.490000,6,2,2,100,0,0,0.37843383528682006,0.0030891774038175166,0,0.0,OFF,OFF,499200,OFF,537600,OFF,115200,OFF,OFF,OFF,OFF,OFF,38.03921568627451,55.5,-256,-256,-256,54.625,54.75,56.125,54.375,56.125,2189,2310,7598,ON,MAXN_SUPER
2026-08-23 19:39:45.775383,3:36:42.490000,10,11,9,100,7,7,0.3821715282178101,0.0030891774038175166,0,0.0,OFF,OFF,499200,OFF,537600,OFF,115200,OFF,OFF,OFF,OFF,OFF,38.03921568627451,55.468,-256,-256,-256,54.687,54.593,55.968,54.343,55.968,2189,2350,7598,ON,MAXN_SUPER
2026-08-23 19:39:46.776496,3:36:43.490000,3,2,0,100,0,0,0.38706919481703844,0.0030891774038175166,0,0.0,OFF,OFF,499200,OFF,537600,OFF,115200,OFF,OFF,OFF,OFF,OFF,38.03921568627451,55.406,-256,-256,-256,54.968,54.656,56.031,54.437,56.031,2150,2350,7520,ON,MAXN_SUPER
2026-08-23 19:39:47.777466,3:36:44.490000,4,5,3,100,0,0,0.3919894549715578,0.0030891774038175166,0,0.0,OFF,OFF,499200,OFF,537600,OFF,115200,OFF,OFF,OFF,OFF,OFF,38.03921568627451,55.375,-256,-256,-256,54.781,54.843,55.968,54.406,55.968,2150,2310,7559,ON,MAXN_SUPER
2026-08-23 19:39:48.778309,3:36:45.490000,3,3,4,100,0,0,0.39472943704049074,0.0030891774038175166,0,0.0,OFF,OFF,499200,OFF,537600,OFF,115200,OFF,OFF,OFF,OFF,OFF,38.03921568627451,55.437,-256,-256,-256,54.687,54.781,55.875,54.343,55.875,2150,2350,7598,ON,MAXN_SUPER
2026-08-23 19:39:49.779069,3:36:46.490000,4,2,3,99,0,0,0.39947511063139746,0.0030891774038175166,0,0.0,OFF,OFF,499200,OFF,537600,OFF,115200,OFF,OFF,OFF,OFF,OFF,38.03921568627451,55.625,-256,-256,-256,54.843,54.75,55.906,54.343,55.906,2150,2310,7520,ON,MAXN_SUPER
2026-08-23 19:39:50.779889,3:36:47.490000,3,100,2,2,0,0,0.40132470122590574,0.0030891774038175166,0,0.0,OFF,OFF,499200,OFF,537600,OFF,115200,OFF,OFF,OFF,OFF,OFF,38.03921568627451,55.437,-256,-256,-256,54.843,54.75,56.031,54.531,56.031,2228,2310,7559,ON,MAXN_SUPER
