time,uptime,CPU1,CPU2,CPU3,CPU4,CPU5,CPU6,RAM,SWAP,EMC,GPU,APE,NVDEC,NVJPG,NVJPG1,OFA,SE,VIC,DLA0,DLA1,PVA,NVENC,NVJPG0,Fan pwmfan0,Temp cpu,Temp cv0,Temp cv1,Temp cv2,Temp gpu,Temp soc0,Temp soc1,Temp soc2,Temp tj,Power VDD_CPU_GPU_CV,Power VDD_SOC,Power TOT,jetson_clocks,nvp model
2026-08-16 20:23:12.078793,5:07:33.970000,8,6,5,5,14,11,0.24868803197607545,0.08478806065797014,0,0.0,OFF,OFF,499200,OFF,537600,OFF,115200,OFF,OFF,OFF,OFF,OFF,38.8235294117647,56.843,-256,-256,-256,56.281,56.562,57.687,56.031,57.687,1762,2271,6983,ON,MAXN_SUPER
2026-08-16 20:23:13.017924,5:07:34.970000,19,28,20,52,0,1,0.25066137566137564,0.08478806065797014,0,0.0,OFF,OFF,499200,OFF,537600,OFF,115200,OFF,OFF,OFF,OFF,OFF,38.8235294117647,56.625,-256,-256,-256,56.312,56.5,57.625,56.093,57.625,1681,2310,7167,ON,MAXN_SUPER
2026-08-16 20:23:14.018895,5:07:35.970000,5,10,3,27,0,0,0.2505812711558053,0.08478806065797014,0,0.0,OFF,OFF,499200,OFF,537600,OFF,115200,OFF,OFF,OFF,OFF,OFF,38.8235294117647,56.593,-256,-256,-256,56.531,56.437,57.75,56.0,57.843,1566,2271,6708,ON,MAXN_SUPER
2026-08-16 20:23:15.022295,5:07:36.970000,11,14,41,12,10,10,0.2656907267738013,0.08478806065797014,0,0.0,OFF,OFF,499200,OFF,537600,OFF,115200,OFF,OFF,OFF,OFF,OFF,38.8235294117647,57.625,-256,-256,-256,56.375,56.406,57.812,56.187,57.812,2307,2307,7637,ON,MAXN_SUPER
2026-08-16 20:23:16.023212,5:07:37.970000,7,8,100,9,4,5,0.27904301817345295,0.08478806065797014,0,0.0,OFF,OFF,499200,OFF,537600,OFF,115200,OFF,OFF,OFF,OFF,OFF,38.8235294117647,57.468,-256,-256,-256,56.625,56.531,57.781,56.156,57.781,2228,2346,7637,ON,MAXN_SUPER
2026-08-16 20:23:17.024117,5:07:38.970000,3,4,100,2,0,0,0.28359921867297644,0.08478806065797014,0,0.0,OFF,OFF,499200,OFF,537600,OFF,115200,OFF,OFF,OFF,OFF,OFF,38.8235294117647,57.406,-256,-256,-256,56.593,56.531,57.75,56.187,57.75,2189,2346,7598,ON,MAXN_SUPER
2026-08-16 20:23:18.025190,5:07:39.970000,9,10,100,9,7,7,0.28848662049360807,0.08478806065797014,0,0.0,OFF,OFF,499200,OFF,537600,OFF,115200,OFF,OFF,OFF,OFF,OFF,38.8235294117647,57.406,-256,-256,-256,56.593,56.593,57.781,56.156,57.781,2228,2346,7676,ON,MAXN_SUPER
2026-08-16 20:23:19.025985,5:07:40.970000,8,4,100,4,0,0,0.2938895666962437,0.08478806065797014,0,0.0,OFF,OFF,499200,OFF,537600,OFF,115200,OFF,OFF,OFF,OFF,OFF,38.8235294117647,57.375,-256,-256,-256,56.437,56.531,57.781,56.281,57.781,2189,2346,7676,ON,MAXN_SUPER
2026-08-16 20:23:20.027124,5:07:41.970000,3,4,100,2,1,0,0.2990337137270367,0.08478806065797014,0,0.0,OFF,OFF,499200,OFF,537600,OFF,115200,OFF,OFF,OFF,OFF,OFF,38.8235294117647,57.656,-256,-256,-256,56.718,56.593,57.937,56.218,57.937,2228,2346,7598,ON,MAXN_SUPER
2026-08-16 20:23:21.027643,5:07:42.970000,3,2,100,2,0,0,0.3019128545137862,0.08478806065797014,0,0.0,OFF,OFF,499200,OFF,537600,OFF,115200,OFF,OFF,OFF,OFF,OFF,38.8235294117647,57.468,-256,-256,-256,56.562,56.625,57.906,56.281,57.906,2189,2346,7598,ON,MAXN_SUPER
