time,uptime,CPU1,CPU2,CPU3,CPU4,CPU5,CPU6,RAM,SWAP,EMC,GPU,APE,NVDEC,NVJPG,NVJPG1,OFA,SE,VIC,DLA0,DLA1,PVA,NVENC,NVJPG0,Fan pwmfan0,Temp cpu,Temp cv0,Temp cv1,Temp cv2,Temp gpu,Temp soc0,Temp soc1,Temp soc2,Temp tj,Power VDD_CPU_GPU_CV,Power VDD_SOC,Power TOT,jetson_clocks,nvp model
2026-08-16 03:36:17.589516,3:11:06.100000,3,4,4,2,1,0,0.3476973794002942,0.0024976327945758644,0,0.0,OFF,OFF,499200,OFF,537600,OFF,115200,OFF,OFF,OFF,OFF,OFF,54.11764705882353,66.625,-256,-256,-256,66.5,66.406,67.156,65.906,67.156,1639,2346,6843,ON,MAXN_SUPER
2026-08-16 03:36:18.387621,3:33:24.280000,5,5,5,5,7,8,0.3487859796503642,0.0024976327945758644,0,0.0,OFF,OFF,499200,OFF,537600,OFF,115200,OFF,OFF,OFF,OFF,OFF,36.470588235294116,55.187,-256,-256,-256,54.343,54.25,55.593,53.906,55.593,1762,2271,6944,ON,MAXN_SUPER
2026-08-16 03:36:19.387471,3:33:25.280000,25,17,13,22,0,0,0.35224125846296833,0.0024976327945758644,0,0.0,OFF,OFF,499200,OFF,537600,OFF,115200,OFF,OFF,OFF,OFF,OFF,36.470588235294116,54.687,-256,-256,-256,54.406,54.218,55.593,54.0,55.593,1684,2271,6904,ON,MAXN_SUPER
2026-08-16 03:36:20.388303,3:33:26.280000,2,2,2,2,0,0,0.35249954427701796,0.0024976327945758644,0,0.0,OFF,OFF,499200,OFF,537600,OFF,115200,OFF,OFF,OFF,OFF,OFF,36.470588235294116,54.625,-256,-256,-256,54.125,54.437,55.593,53.906,55.593,1527,2236,6551,ON,MAXN_SUPER
2026-08-16 03:36:21.389678,3:33:27.280000,1,3,2,0,0,0,0.3523978731215869,0.0024976327945758644,0,0.0,OFF,OFF,499200,OFF,537600,OFF,115200,OFF,OFF,OFF,OFF,OFF,36.470588235294116,54.5,-256,-256,-256,54.5,54.406,55.468,53.875,55.468,1488,2236,6590,ON,MAXN_SUPER
2026-08-16 03:36:22.390318,3:33:28.280000,68,15,18,16,14,15,0.3700763303901759,0.0024976327945758644,0,0.0,OFF,OFF,499200,OFF,537600,OFF,115200,OFF,OFF,OFF,OFF,OFF,36.470588235294116,54.937,-256,-256,-256,54.187,54.375,55.718,54.093,55.562,2307,2310,7598,ON,MAXN_SUPER
2026-08-16 03:36:23.391218,3:33:29.280000,37,3,6,4,64,0,0.38188456215933103,0.0024976327945758644,0,0.0,OFF,OFF,499200,OFF,537600,OFF,115200,OFF,OFF,OFF,OFF,OFF,36.470588235294116,54.812,-256,-256,-256,54.125,54.281,55.812,53.937,55.812,2189,2310,7559,ON,MAXN_SUPER
2026-08-16 03:36:24.392152,3:33:30.280000,5,2,2,3,2,99,0.3856181529226606,0.0024976327945758644,0,0.0,OFF,OFF,499200,OFF,537600,OFF,115200,OFF,OFF,OFF,OFF,OFF,36.470588235294116,54.906,-256,-256,-256,54.187,54.25,55.656,53.906,55.656,2228,2310,7598,ON,MAXN_SUPER
2026-08-16 03:36:25.393030,3:33:31.290000,70,8,9,10,7,39,0.39062263312887846,0.0024976327945758644,0,0.0,OFF,OFF,499200,OFF,537600,OFF,115200,OFF,OFF,OFF,OFF,OFF,36.470588235294116,55.062,-256,-256,-256,54.437,54.375,55.656,54.062,55.656,2150,2350,7637,ON,MAXN_SUPER
2026-08-16 03:36:26.393786,3:33:32.290000,4,2,3,2,99,0,0.3958905340559859,0.0024976327945758644,0,0.0,OFF,OFF,499200,OFF,537600,OFF,115200,OFF,OFF,OFF,OFF,OFF,36.470588235294116,55.062,-256,-256,-256,54.218,54.437,55.718,54.0,55.718,2072,2350,7598,ON,MAXN_SUPER
