time,uptime,CPU1,CPU2,CPU3,CPU4,CPU5,CPU6,RAM,SWAP,EMC,GPU,APE,NVDEC,NVJPG,NVJPG1,OFA,SE,VIC,DLA0,DLA1,PVA,NVENC,NVJPG0,Fan pwmfan0,Temp cpu,Temp cv0,Temp cv1,Temp cv2,Temp gpu,Temp soc0,Temp soc1,Temp soc2,Temp tj,Power VDD_CPU_GPU_CV,Power VDD_SOC,Power TOT,jetson_clocks,nvp model
2026-08-17 16:23:25.582247,4:13:30.580000,2,2,2,2,1,1,0.3190772987939137,0.011436529112005274,0,0.0,OFF,OFF,499200,OFF,537600,OFF,115200,OFF,OFF,OFF,OFF,OFF,37.64705882352941,56.406,-256,-256,-256,55.75,55.687,57.125,55.406,56.906,1762,2271,6983,ON,MAXN_SUPER
2026-08-17 16:23:26.581447,4:13:31.580000,10,12,13,19,2,0,0.32190868497157316,0.011436529112005274,0,0.0,OFF,OFF,499200,OFF,537600,OFF,115200,OFF,OFF,OFF,OFF,OFF,37.64705882352941,55.968,-256,-256,-256,55.781,55.75,57.125,55.343,57.125,1645,2271,6787,ON,MAXN_SUPER
2026-08-17 16:23:27.582335,4:13:32.580000,2,2,1,0,0,0,0.32229482976765583,0.011436529112005274,0,0.0,OFF,OFF,499200,OFF,537600,OFF,115200,OFF,OFF,OFF,OFF,OFF,37.64705882352941,56.0,-256,-256,-256,55.656,55.687,57.0,55.375,57.0,1527,2271,6551,ON,MAXN_SUPER
2026-08-17 16:23:28.583197,4:13:33.580000,2,3,3,2,0,0,0.32258597883597884,0.011436529112005274,0,0.0,OFF,OFF,499200,OFF,537600,OFF,115200,OFF,OFF,OFF,OFF,OFF,37.64705882352941,55.968,-256,-256,-256,55.843,55.687,57.062,55.343,57.062,1527,2271,6590,ON,MAXN_SUPER
2026-08-17 16:23:29.584079,4:13:34.590000,3,2,1,2,0,1,0.3225536289394985,0.011436529112005274,0,0.0,OFF,OFF,499200,OFF,537600,OFF,115200,OFF,OFF,OFF,OFF,OFF,37.64705882352941,56.0,-256,-256,-256,55.812,55.781,57.062,55.406,57.062,1488,2236,6551,ON,MAXN_SUPER
2026-08-17 16:23:30.584903,4:13:35.590000,2,1,2,2,1,1,0.32264965164809883,0.011436529112005274,0,0.0,OFF,OFF,499200,OFF,537600,OFF,115200,OFF,OFF,OFF,OFF,OFF,37.64705882352941,56.125,-256,-256,-256,55.625,55.781,57.0,55.312,57.0,1488,2236,6551,ON,MAXN_SUPER
2026-08-17 16:23:31.586061,4:13:36.590000,2,2,5,3,0,1,0.3225510614873969,0.011436529112005274,0,0.0,OFF,OFF,499200,OFF,537600,OFF,115200,OFF,OFF,OFF,OFF,OFF,37.64705882352941,56.0,-256,-256,-256,55.906,55.781,57.187,55.375,57.187,1488,2236,6551,ON,MAXN_SUPER
2026-08-17 16:23:32.586911,4:13:37.590000,31,15,75,15,14,14,0.34297616993657365,0.011436529112005274,0,0.0,OFF,OFF,499200,OFF,537600,OFF,115200,OFF,OFF,OFF,OFF,OFF,37.64705882352941,56.656,-256,-256,-256,55.812,55.718,57.093,55.5,57.093,2228,2310,7520,ON,MAXN_SUPER
2026-08-17 16:23:33.587794,4:13:38.590000,2,3,27,4,75,0,0.35296818002563346,0.011436529112005274,0,0.0,OFF,OFF,499200,OFF,537600,OFF,115200,OFF,OFF,OFF,OFF,OFF,37.64705882352941,56.281,-256,-256,-256,55.687,55.781,57.062,55.406,57.093,2189,2350,7598,ON,MAXN_SUPER
2026-08-17 16:23:34.588700,4:13:39.590000,11,8,9,8,100,7,0.35726763531499556,0.011436529112005274,0,0.0,OFF,OFF,499200,OFF,537600,OFF,115200,OFF,OFF,OFF,OFF,OFF,37.64705882352941,56.531,-256,-256,-256,55.906,55.875,57.062,55.468,57.062,2346,2346,7755,ON,MAXN_SUPER
2026-08-17 16:23:35.589468,4:13:40.590000,94,3,3,2,8,0,0.363180990995432,0.011436529112005274,0,0.0,OFF,OFF,499200,OFF,537600,OFF,115200,OFF,OFF,OFF,OFF,OFF,37.64705882352941,56.562,-256,-256,-256,55.906,55.906,57.125,55.593,57.125,2150,2350,7598,ON,MAXN_SUPER
2026-08-17 16:23:36.590251,4:13:41.590000,6,2,3,2,95,0,0.36867482500246473,0.011436529112005274,0,0.0,OFF,OFF,499200,OFF,537600,OFF,115200,OFF,OFF,OFF,OFF,OFF,37.64705882352941,56.625,-256,-256,-256,55.781,55.968,57.281,55.5,57.062,2189,2350,7598,ON,MAXN_SUPER
2026-08-17 16:23:37.591081,4:13:42.590000,2,2,2,1,100,0,0.371645880574452,0.011436529112005274,0,0.0,OFF,OFF,499200,OFF,537600,OFF,115200,OFF,OFF,OFF,OFF,OFF,37.64705882352941,56.5,-256,-256,-256,56.0,55.875,57.218,55.437,57.218,2150,2350,7598,ON,MAXN_SUPER
2026-08-17 16:23:38.591986,4:13:43.590000,1,2,1,2,100,0,0.37640542328042326,0.011436529112005274,0,0.0,OFF,OFF,499200,OFF,537600,OFF,115200,OFF,OFF,OFF,OFF,OFF,37.64705882352941,56.5,-256,-256,-256,55.812,55.906,57.156,55.625,57.156,2150,2310,7520,ON,MAXN_SUPER
2026-08-17 16:23:39.592849,4:13:44.590000,2,1,3,0,100,0,0.3788486107003188,0.011436529112005274,0,0.0,OFF,OFF,499200,OFF,537600,OFF,115200,OFF,OFF,OFF,OFF,OFF,37.64705882352941,56.593,-256,-256,-256,55.906,55.812,57.218,55.531,57.218,2228,2310,7598,ON,MAXN_SUPER
2026-08-17 16:23:40.593720,4:13:45.590000,0,2,2,2,31,0,0.37906016875349174,0.011436529112005274,0,0.0,OFF,OFF,499200,OFF,537600,OFF,115200,OFF,OFF,OFF,OFF,OFF,37.64705882352941,56.125,-256,-256,-256,56.062,56.0,57.125,55.437,57.125,1645,2271,6787,ON,MAXN_SUPER
2026-08-17 16:23:41.594749,4:13:46.590000,0,2,3,1,30,0,0.3793831542278747,0.011436529112005274,0,0.0,OFF,OFF,499200,OFF,537600,OFF,115200,OFF,OFF,OFF,OFF,OFF,37.64705882352941,56.375,-256,-256,-256,55.843,55.906,57.093,55.468,57.093,1723,2271,6826,ON,MAXN_SUPER
2026-08-17 16:23:42.595653,4:13:47.590000,5,2,4,2,20,11,0.3795680107791909,0.011436529112005274,0,0.0,OFF,OFF,499200,OFF,537600,OFF,115200,OFF,OFF,OFF,OFF,OFF,37.64705882352941,56.156,-256,-256,-256,55.656,55.937,57.062,55.5,57.062,1723,2271,6865,ON,MAXN_SUPER
2026-08-17 16:23:43.596595,4:13:48.590000,5,2,22,11,0,0,0.37972257139570803,0.011436529112005274,0,0.0,OFF,OFF,499200,OFF,537600,OFF,115200,OFF,OFF,OFF,OFF,OFF,37.64705882352941,56.031,-256,-256,-256,55.718,55.843,57.218,55.468,57.218,1723,2271,6826,ON,MAXN_SUPER
